사업명,기준년월,시도,수급권자수,수급가구수
기초생계급여,2021-05,서울특별시          ,244885,191330
기초생계급여,2021-05,부산광역시          ,137964,107103
기초생계급여,2021-05,대구광역시          ,92606,70105
기초생계급여,2021-05,인천광역시          ,91348,68293
기초생계급여,2021-05,광주광역시          ,52585,37513
기초생계급여,2021-05,대전광역시          ,45184,34042
기초생계급여,2021-05,울산광역시          ,19179,15560
기초생계급여,2021-05,세종특별자치시      ,3778,2958
기초생계급여,2021-05,경기도              ,223037,177411
기초생계급여,2021-05,강원도              ,51033,40710
기초생계급여,2021-05,충청북도            ,46565,37184
기초생계급여,2021-05,충청남도            ,54035,43038
기초생계급여,2021-05,전라북도            ,79632,59497
기초생계급여,2021-05,전라남도            ,65648,51504
기초생계급여,2021-05,경상북도            ,89889,71871
기초생계급여,2021-05,경상남도            ,89726,71336
기초생계급여,2021-05,제주특별자치도      ,18889,14104
기초생계급여,2021-06,서울특별시          ,247747,193748
기초생계급여,2021-06,부산광역시          ,139586,108432
기초생계급여,2021-06,대구광역시          ,93376,70750
기초생계급여,2021-06,인천광역시          ,92687,69357
기초생계급여,2021-06,광주광역시          ,53096,37939
기초생계급여,2021-06,대전광역시          ,45664,34449
기초생계급여,2021-06,울산광역시          ,19484,15826
기초생계급여,2021-06,세종특별자치시      ,3880,3012
기초생계급여,2021-06,경기도              ,225864,179909
기초생계급여,2021-06,강원도              ,51610,41228
기초생계급여,2021-06,충청북도            ,47018,37610
기초생계급여,2021-06,충청남도            ,54837,43775
기초생계급여,2021-06,전라북도            ,80404,60154
기초생계급여,2021-06,전라남도            ,66530,52327
기초생계급여,2021-06,경상북도            ,91027,72824
기초생계급여,2021-06,경상남도            ,91159,72556
기초생계급여,2021-06,제주특별자치도      ,19106,14299
기초생계급여,2021-07,서울특별시          ,249297,195248
기초생계급여,2021-07,부산광역시          ,140207,109106
기초생계급여,2021-07,대구광역시          ,93737,71153
기초생계급여,2021-07,인천광역시          ,93651,70185
기초생계급여,2021-07,광주광역시          ,53287,38174
기초생계급여,2021-07,대전광역시          ,45955,34736
기초생계급여,2021-07,울산광역시          ,19708,16013
기초생계급여,2021-07,세종특별자치시      ,3879,3030
기초생계급여,2021-07,경기도              ,227785,181728
기초생계급여,2021-07,강원도              ,51775,41482
기초생계급여,2021-07,충청북도            ,47277,37878
기초생계급여,2021-07,충청남도            ,55135,44052
기초생계급여,2021-07,전라북도            ,80566,60470
기초생계급여,2021-07,전라남도            ,66769,52647
기초생계급여,2021-07,경상북도            ,91542,73360
기초생계급여,2021-07,경상남도            ,91869,73251
기초생계급여,2021-07,제주특별자치도      ,19194,14409
기초생계급여,2021-08,서울특별시          ,251029,196774
기초생계급여,2021-08,부산광역시          ,141263,110011
기초생계급여,2021-08,대구광역시          ,94114,71507
기초생계급여,2021-08,인천광역시          ,94515,70974
기초생계급여,2021-08,광주광역시          ,53591,38415
기초생계급여,2021-08,대전광역시          ,46252,34994
기초생계급여,2021-08,울산광역시          ,19949,16236
기초생계급여,2021-08,세종특별자치시      ,3915,3050
기초생계급여,2021-08,경기도              ,229953,183624
